	V5	V2	V3	V4	SC_NH4_GAL_20181023	SC_NH4_GLU_20180827	SC_UREA_GLU_20180911	YNB_NH4_GLU_20180713	YNB_NH4_GLU_20180731	YNB_NH4_GLU_20180807	YNB_UREA_GLU_20180724	V1	Size	InData	FracInData
252	complex252	Baryshnikova2010	YAR002W; YBL079W; YBR111W-A; YDL088C; YDL116W; YDL207W; YDR159W; YDR192C; YDR424C; YER105C; YER107C; YER110C; YFR002W; YGL016W; YGL086W; YGL092W; YGL100W; YGL172W; YGR119C; YHR015W; YIL063C; YIL115C; YJL030W; YJL039C; YJL041W; YJL061W; YJR042W; YKL057C; YKL068W; YKL186C; YKR082W; YLR018C; YLR208W; YLR335W; YLR347C; YML031W; YML103C; YML107C; YMR047C; YMR129W; YMR153W; YMR255W; YMR273C; YNL189W; YOL072W; YOR046C; YOR098C; YOR112W; YOR257W; YPL020C; YPL125W; YPL169C	NUP60; NUP170; SUS1; ASM4; NUP84; GLE1; SAC3; NUP42; DYN2; NUP157; GLE2; KAP123; NIC96; KAP122; MAD1; NUP145; SEH1; NUP49; NUP57; MIP6; YRB2; NUP159; MAD2; NUP192; NSP1; NUP82; NUP85; NUP120; NUP100; MTR2; NUP133; POM34; SEC13; NUP2; KAP95; NDC1; NUP188; PML39; NUP116; POM152; NUP53; GFD1; ZDS1; SRP1; THP1; DBP5; NUP1; CEX1; CDC31; ULP1; KAP120; MEX67	0.29	0.17	-0.03	-0.08	-0.12	0.13	-0.26	nuclear pore	52	24	0.46
67	complex67	Benschop2010	YBR107C; YBR211C; YDR254W; YDR318W; YDR383C; YGR179C; YJR135C; YLR315W; YLR381W; YPL018W; YPR046W	IML3; AME1; CHL4; MCM21; NKP1; OKP1; MCM22; NKP2; CTF3; CTF19; MCM16	-0.11	0.42	-0.53	0.43	0.43	0.64	0.23	COMA complex	11	5	0.45
208	complex208	Baryshnikova2010	YDL067C; YGL187C; YGL191W; YHR051W; YIL111W; YLR038C; YLR395C; YMR256C; YNL052W	COX9; COX4; COX13; COX6; COX5B; COX12; COX8; COX7; COX5A	0.32	0.87	0.19	0.07	0.13	-0.35	0.25	mitochondrial respiratory chain complex IV	9	4	0.44
55	complex55	Baryshnikova2010	YAL021C; YBR279W; YDR138W; YGL244W; YLR418C; YOL145C; YOR123C	CCR4; PAF1; HPR1; RTF1; CDC73; CTR9; LEO1	1.37	-1.46	-1.71	-0.64	-1.74	-2.24	-1.68	Cdc73p/Paf1p complex	7	3	0.43
172	complex172	Benschop2010 & Baryshnikova2010	YDL002C; YDR190C; YER092W; YFL013C; YFL039C; YGL150C; YJL081C; YLR052W; YNL059C; YNL215W; YOR141C; YOR189W; YPL129W; YPL235W	NHP10; RVB1; IES5; IES1; ACT1; INO80; ARP4; IES3; ARP5; IES2; ARP8; IES4; TAF14; RVB2	-0.80	0.20	-0.38	-1.84	-1.49	-1.34	-1.21	INO80 complex	14	6	0.43
108	complex108	Baryshnikova2010	YAL003W; YBR118W; YKL081W; YPL048W; YPR080W	EFB1; TEF2; TEF4; CAM1; TEF1	-0.83	-0.21	-0.48	-1.02	-2.16	-1.14	-1.25	eEF1	5	2	0.40
111	complex111	Baryshnikova2010	YGR262C; YJL184W; YKR038C; YKR095W-A; YML036W	BUD32; GON7; KAE1; PCC1; CGI121	-2.38	0.37	-0.48	-0.62	-0.51	-1.39	-0.68	EKC/KEOPS protein complex	5	2	0.40
117	complex117	Baryshnikova2010	YBR278W; YDR121W; YJL090C; YNL262W; YPR175W	DPB3; DPB4; DPB11; POL2; DPB2	-0.51	-1.87	-1.04	-1.23	-1.26	-1.21	-1.24	epsilon DNA polymerase complex	5	2	0.40
554	complex554	Benschop2010	YHR186C; YJR066W; YKL203C; YNL006W; YPL180W	KOG1; TOR1; TOR2; LST8; TCO89	0.29	-0.42	-1.38	0.75	0.09	0.63	-0.52	TORC1 complex (GO)	5	2	0.40
154	complex154	Baryshnikova2010	YBR127C; YDL185W; YEL027W; YEL051W; YGR020C; YHR026W; YHR039C-A; YKL080W; YLR447C; YMR054W; YOR332W; YPL234C; YPR036W	VMA2; VMA1; VMA3; VMA8; VMA7; VMA16; VMA10; VMA5; VMA6; STV1; VMA4; VMA11; VMA13	-1.19	-0.74	-1.12	-1.67	-1.29	-1.93	-1.45	"H+-transporting ATPase, Golgi"	13	5	0.38
155	complex155	Baryshnikova2010	YBR127C; YDL185W; YEL027W; YEL051W; YGR020C; YHR026W; YHR039C-A; YKL080W; YLR447C; YOR270C; YOR332W; YPL234C; YPR036W	VMA2; VMA1; VMA3; VMA8; VMA7; VMA16; VMA10; VMA5; VMA6; VPH1; VMA4; VMA11; VMA13	-1.11	-0.47	-0.79	-1.45	-1.18	-1.75	-1.37	"H+-transporting ATPase, vacuolar"	13	5	0.38
202	complex202	Benschop2010	YGR082W; YKL195W; YMR203W; YNL070W; YNL121C; YNL131W; YOR045W; YPR133W-A	TOM20; MIA40; TOM40; TOM7; TOM70; TOM22; TOM6; TOM5	-0.44	-0.19	0.19	-0.24	-0.10	0.22	-0.15	mitochondrial outer membrane translocase complex (GO)	8	3	0.38
179	complex179	Baryshnikova2010 & Baryshnikova2010	YBL093C; YBR193C; YBR253W; YCR081W; YDL005C; YDL140C; YDR308C; YDR443C; YER022W; YGL025C; YGL127C; YGL151W; YGR104C; YHR041C; YHR058C; YLR071C; YMR112C; YNL025C; YNL236W; YNR010W; YOL051W; YOL135C; YOR174W; YPL042C; YPL129W; YPR070W; YPR168W	ROX3; MED8; SRB6; SRB8; MED2; RPO21; SRB7; SSN2; SRB4; PGD1; SOH1; NUT1; SRB5; SRB2; MED6; RGR1; MED11; SSN8; SIN4; CSE2; GAL11; MED7; MED4; SSN3; TAF14; MED1; NUT2	0.97	0.00	-0.23	-2.27	-0.99	-1.08	-0.95	Kornberg's mediator (SRB) complex	27	10	0.37
71	complex71	Baryshnikova2010	YAL007C; YAL042W; YAR002C-A; YDL195W; YGL200C; YIL109C; YLR208W; YML012W; YPL085W; YPL218W; YPR181C	ERP2; ERV46; ERP1; SEC31; EMP24; SEC24; SEC13; ERV25; SEC16; SAR1; SEC23	0.26	-1.35	-0.32	-0.71	-0.37	-0.58	-0.01	COPII	11	4	0.36
10	complex10	Baryshnikova2010	YDR245W; YEL036C; YJL183W; YJR075W; YML115C; YPL050C	MNN10; ANP1; MNN11; HOC1; VAN1; MNN9	0.50	-0.42	-2.98	0.74	-0.46	0.81	-0.76	"alpha-1,6-mannosyltransferase complex"	6	2	0.33
44	complex44	Baryshnikova2010	YAL021C; YCR093W; YDL165W; YER068W; YGR134W; YIL038C; YNL288W; YNR052C; YPR072W	CCR4; CDC39; CDC36; MOT2; CAF130; NOT3; CAF40; POP2; NOT5	-0.63	-0.95	-0.76	-1.02	-0.37	-0.74	-0.59	CCR4-NOT core complex	9	3	0.33
57	complex57	Baryshnikova2010	YBL061C; YBR023C; YHR142W; YJL099W; YLR330W; YOL003C	SKT5; CHS3; CHS7; CHS6; CHS5; PFA4	-3.33	-4.39	-3.30	-4.08	-2.00	-3.75	-2.25	chitin biosynth pathway	6	2	0.33
178	complex178	Baryshnikova2010	YBR211C; YBR233W-A; YCL029C; YDR320C-A; YDR328C; YDR356W; YDR383C; YFR046C; YGR063C; YIR010W; YJR060W; YJR112W; YKL049C; YKL138C-A; YLR045C; YLR315W; YOR073W; YPL233W	AME1; DAD3; BIK1; DAD4; SKP1; SPC110; NKP1; CNN1; SPT4; DSN1; CBF1; NNF1; CSE4; HSK3; STU2; NKP2; SGO1; NSL1	0.33	-0.02	-0.68	-0.10	0.12	0.28	-0.08	kinetochore	18	6	0.33
250	complex250	Baryshnikova2010	YDL003W; YDR014W; YFL008W; YIL026C; YJL074C; YPR007C	MCD1; RAD61; SMC1; IRR1; SMC3; REC8	-0.34	0.15	-0.20	-0.22	0.17	-0.81	0.12	nuclear cohesin complex	6	2	0.33
486	complex486	Baryshnikova2010	YBL025W; YBR009C; YBR010W; YLR141W; YMR270C; YOR295W	RRN10; HHF1; HHT1; RRN5; RRN9; UAF30	1.12	0.53	0.68	-1.26	NaN	-0.88	-0.16	RNA polymerase I upstream activating factor complex	6	2	0.33
545	complex545	Baryshnikova2010	YBR289W; YDR073W; YFL049W; YGR275W; YHL025W; YJL176C; YMR033W; YNR023W; YOR290C; YPL016W; YPL129W; YPR034W	SNF5; SNF11; SWP82; RTT102; SNF6; SWI3; ARP9; SNF12; SNF2; SWI1; TAF14; ARP7	-0.23	-0.39	-0.10	-1.06	-0.79	-0.93	-1.11	SWI/SNF complex	12	4	0.33
586	complex586	Baryshnikova2010	YCL031C; YGL019W; YGR090W; YIL035C; YOR039W; YOR061W	RRP7; CKB1; UTP22; CKA1; CKB2; CKA2	-0.44	-0.74	-2.35	-2.75	-1.53	-2.10	-1.77	UTP C complex	6	2	0.33
590	complex590	Benschop2010	YBR127C; YDL185W; YEL051W; YGR020C; YHR039C-A; YJR033C; YKL080W; YOR332W; YPR036W	VMA2; VMA1; VMA8; VMA7; VMA10; RAV1; VMA5; VMA4; VMA13	0.15	-0.31	0.17	-1.93	-1.51	-2.23	-1.12	"vacuolar proton-transporting V-type ATPase, V1 domain"	9	3	0.33
56	complex56	Benschop2010 & Baryshnikova2010	YAL005C; YDL143W; YDR171W; YDR188W; YDR212W; YIL142W; YJL008C; YJL014W; YJL111W; YJR064W; YLL024C; YNL212W; YOR281C	SSA1; CCT4; HSP42; CCT6; TCP1; CCT2; CCT8; CCT3; CCT7; CCT5; SSA2; VID27; PLP2	0.24	0.13	0.25	0.08	-0.06	-0.19	-0.10	chaperonin-containing T-complex	13	4	0.31
249	complex249	Baryshnikova2010	YDR359C; YEL018W; YFL024C; YFL039C; YGR002C; YHR090C; YHR099W; YJL081C; YJR082C; YNL107W; YNL136W; YOR244W; YPR023C	EAF1; EAF5; EPL1; ACT1; SWC4; YNG2; TRA1; ARP4; EAF6; YAF9; EAF7; ESA1; EAF3	1.53	0.93	0.92	-0.13	0.05	0.04	0.19	NuA4 histone acetyltransferase complex	13	4	0.31
253	complex253	Benschop2010	YBR275C; YDL042C; YDL220C; YDR082W; YDR227W; YGR099W; YLR010C; YLR150W; YLR442C; YLR453C; YNL216W	RIF1; SIR2; CDC13; STN1; SIR4; TEL2; TEN1; STM1; SIR3; RIF2; RAP1	-1.81	-1.59	-0.83	-0.48	-0.31	0.10	-0.34	nuclear telomere cap complex (GO)	11	3	0.27
100	complex100	Baryshnikova2010	YBR154C; YDR156W; YHR143W-A; YIL021W; YJL148W; YJR063W; YNL113W; YNL248C; YOR210W; YOR224C; YOR340C; YOR341W; YPR010C; YPR110C; YPR187W	RPB5; RPA14; RPC10; RPB3; RPA34; RPA12; RPC19; RPA49; RPB10; RPB8; RPA43; RPA190; RPA135; RPC40; RPO26	-0.29	-0.33	-0.50	-0.02	0.03	-0.25	-0.13	DNA-directed RNA polymerase I complex	15	4	0.27
487	complex487	Benschop2010 & Baryshnikova2010	YBR154C; YDL115C; YDL140C; YDR404C; YGL043W; YGL070C; YGR005C; YGR063C; YGR186W; YHR143W-A; YIL021W; YJL140W; YML010W; YOL005C; YOR151C; YOR210W; YOR224C; YPL129W; YPR187W	RPB5; IWR1; RPO21; RPB7; DST1; RPB9; TFG2; SPT4; TFG1; RPC10; RPB3; RPB4; SPT5; RPB11; RPB2; RPB10; RPB8; TAF14; RPO26	0.01	0.38	-0.26	-1.89	-1.45	-2.20	-1.03	RNA polymerase II complex	19	5	0.26
523	complex523	Baryshnikova2010	YBR081C; YBR198C; YDR145W; YDR167W; YDR176W; YDR392W; YDR448W; YER164W; YGL066W; YGL112C; YGL252C; YGR252W; YGR274C; YHR099W; YLR055C; YMR223W; YMR236W; YOL148C; YPL254W	SPT7; TAF5; TAF12; TAF10; NGG1; SPT3; ADA2; CHD1; SGF73; TAF6; RTG2; GCN5; TAF1; TRA1; SPT8; UBP8; TAF9; SPT20; HFI1	0.32	0.24	-0.19	-0.13	-0.21	-0.54	-0.18	SLIK (SAGA-like) complex	19	5	0.26
490	complex490	Benschop2010	YBR289W; YCR020W-B; YCR052W; YDR073W; YDR225W; YDR303C; YFL049W; YFR037C; YGL013C; YGR056W; YGR275W; YHL025W; YHR056C; YIL126W; YJL176C; YKR008W; YLR033W; YLR321C; YLR357W; YML127W; YMR033W; YMR091C; YNR023W; YOR156C; YOR290C; YPL016W; YPR034W	SNF5; HTL1; RSC6; SNF11; HTA1; RSC3; SWP82; RSC8; PDR1; RSC1; RTT102; SNF6; RSC30; STH1; SWI3; RSC4; RSC58; SFH1; RSC2; RSC9; ARP9; NPL6; SNF12; NFI1; SNF2; SWI1; ARP7	0.50	-0.39	-0.02	-0.19	0.05	0.04	-0.29	RSC complex (JB)	27	7	0.26
13	complex13	Baryshnikova2010	YBL084C; YDL008W; YDR118W; YDR260C; YFR036W; YGL003C; YGL116W; YGL240W; YGR225W; YHR166C; YIR025W; YKL022C; YLR102C; YLR127C; YNL172W; YOR249C	CDC27; APC11; APC4; SWM1; CDC26; CDH1; CDC20; DOC1; AMA1; CDC23; MND2; CDC16; APC9; APC2; APC1; APC5	-0.10	-1.10	-0.81	-1.47	-1.03	-2.11	-0.35	anaphase-promoting complex	16	4	0.25
70	complex70	Benschop2010	YDL145C; YDR238C; YER122C; YFR051C; YGL137W; YIL076W; YNL287W; YPL010W	COP1; SEC26; GLO3; RET2; SEC27; SEC28; SEC21; RET3	1.56	0.41	-2.21	-2.22	-1.11	-0.37	-0.34	COPI vesicle coat	8	2	0.25
533	complex533	Benschop2010	YAL032C; YBR065C; YCR063W; YDL209C; YDR364C; YDR416W; YGL120C; YGL128C; YGR278W; YJR050W; YLL036C; YLR117C; YLR424W; YMR213W; YPL151C; YPR101W	PRP45; ECM2; BUD31; CWC2; CDC40; SYF1; PRP43; CWC23; CWC22; ISY1; PRP19; CLF1; SPP382; CEF1; PRP46; SNT309	-0.46	-0.82	-1.67	-0.68	-0.77	-0.98	-0.79	spliceosome	16	4	0.25
498	complex498	Baryshnikova2010	YBR081C; YBR111W-A; YBR198C; YCL010C; YDR145W; YDR167W; YDR176W; YDR392W; YDR448W; YER164W; YGL066W; YGL112C; YGR252W; YGR274C; YHR099W; YLR055C; YMR223W; YMR227C; YMR236W; YOL148C; YPL047W; YPL254W	SPT7; SUS1; TAF5; SGF29; TAF12; TAF10; NGG1; SPT3; ADA2; CHD1; SGF73; TAF6; GCN5; TAF1; TRA1; SPT8; UBP8; TAF7; TAF9; SPT20; SGF11; HFI1	0.74	0.14	-0.15	-0.52	-0.19	-0.83	0.13	SAGA complex	22	5	0.23
72	complex72	Baryshnikova2010	YDL195W; YDR517W; YHR098C; YIL109C; YLR208W; YNL049C; YPL085W; YPL218W; YPR181C	SEC31; GRH1; SFB3; SEC24; SEC13; SFB2; SEC16; SAR1; SEC23	0.76	0.25	0.15	0.62	0.24	0.52	0.56	COPII vesicle coat	9	2	0.22
265	complex265	Benschop2010	YDL232W; YEL002C; YGL022W; YGL226C-A; YJL002C; YML019W; YMR149W; YOR085W; YOR103C	OST4; WBP1; STT3; OST5; OST1; OST6; SWP1; OST3; OST2	0.40	-2.23	-0.67	-1.12	-0.14	-0.46	-0.15	oligosaccharyl transferase complex (GO)	9	2	0.22
302	complex302	Benschop2010	YCR072C; YDR101C; YER126C; YGR245C; YHR085W; YLR074C; YLR106C; YNL182C; YNR053C	RSA4; ARX1; NSA2; SDA1; IPI1; BUD20; MDN1; IPI3; NOG2	-0.27	-1.81	-1.23	0.24	-0.96	0.46	-0.49	putative Arx1-Rsa4-Sda1-Ipi3-Nsa2-Nog2-Bud20-Ipi1-Mdn1 complex	9	2	0.22
7	complex7	Baryshnikova2010	YBR081C; YBR198C; YDR167W; YDR176W; YDR392W; YDR448W; YGR252W; YOL148C; YOR023C; YPL254W	SPT7; TAF5; TAF10; NGG1; SPT3; ADA2; GCN5; SPT20; AHC1; HFI1	-0.16	0.04	0.36	-0.01	0.49	0.35	0.35	Ada2/Gcn5/Ada3 transcription activator complex	10	2	0.20
61	complex61	Baryshnikova2010	YBR195C; YDL042C; YDR227W; YKR101W; YLR442C	MSI1; SIR2; SIR4; SIR1; SIR3	-1.90	-1.10	-2.60	-2.92	-2.72	-2.38	-1.95	chromatin silencing complex	5	1	0.20
80	complex80	Benschop2010	YCL031C; YGR090W; YLR223C; YOR039W; YPR104C	RRP7; UTP22; IFH1; CKB2; FHL1	-0.92	-0.99	-1.60	-3.72	-2.02	-3.15	-3.03	CURI complex (GO)	5	1	0.20
99	complex99	Baryshnikova2010	YBR087W; YER173W; YJR068W; YNL290W; YOL094C	RFC5; RAD24; RFC2; RFC3; RFC4	-0.03	0.56	0.35	-0.50	-0.25	NaN	-0.48	DNA replication factor C complex (Rad24p)	5	1	0.20
245	complex245	Baryshnikova2010	YJR041C; YKL014C; YLR221C; YNR038W; YOL144W	URB2; URB1; RSA3; DBP6; NOP8	0.13	0.21	0.20	0.12	-0.06	0.07	-0.16	Npa2p-containing subcomplex	5	1	0.20
255	complex255	Benschop2010	YBR247C; YGR081C; YJL010C; YKL143W; YNL178W	ENP1; SLX9; NOP9; LTV1; RPS3	0.42	NaN	NaN	NaN	0.35	0.44	0.11	"nucleolar preribosome, small subunit precursor (GO)"	5	1	0.20
315	complex315	Benschop2010	YBR109C; YGL106W; YHR023W; YOR326W; YPR188C	CMD1; MLC1; MYO1; MYO2; MLC2	-0.54	-0.25	-0.36	0.26	0.02	0.40	0.21	putative Cmd1-Mlc1-Myo2-Myo1-Mlc2 complex	5	1	0.20
420	complex420	Benschop2010	YCR012W; YGR192C; YHR174W; YKL060C; YKL152C	PGK1; TDH3; ENO2; FBA1; GPM1	-0.44	-0.43	-0.26	-0.61	-1.64	NaN	NaN	putative Tdh3-Pgk1-Eno2-Fba1-Pgm1 complex	5	1	0.20
501	complex501	Benschop2010	YDL132W; YDR054C; YGL252C; YJL047C; YOL133W	CDC53; CDC34; RTG2; RTT101; HRT1	1.14	-1.30	-3.26	0.33	-0.36	0.37	-0.80	SCF ubiquitin ligase complex (JB)	5	1	0.20
567	complex567	Benschop2010	YBR254C; YDR108W; YDR246W; YDR407C; YDR472W; YGR166W; YKR068C; YML077W; YMR218C; YOR115C	TRS20; TRS85; TRS23; TRS120; TRS31; TRS65; BET3; BET5; TRS130; TRS33	1.12	-0.26	0.13	-0.73	-0.36	0.11	0.17	TRAPP complex	10	2	0.20
131	complex131	Benschop2010 & Baryshnikova2010	YCR035C; YDL111C; YDR280W; YGR095C; YGR158C; YGR195W; YHR069C; YHR081W; YNL189W; YNL232W; YNL251C; YNR024W; YOL021C; YOL142W; YOR001W; YOR076C	RRP43; RRP42; RRP45; RRP46; MTR3; SKI6; RRP4; LRP1; SRP1; CSL4; NRD1; MPP6; DIS3; RRP40; RRP6; SKI7	0.90	0.18	0.15	-0.76	-0.44	-0.87	-0.21	exosome (RNase complex)	16	3	0.19
127	complex127	Benschop2010 & Baryshnikova2010	YAL035W; YBR079C; YDR091C; YDR429C; YLR192C; YMR012W; YMR146C; YMR309C; YNL244C; YOR361C; YPR041W	FUN12; RPG1; RLI1; TIF35; HCR1; CLU1; TIF34; NIP1; SUI1; PRT1; TIF5	0.76	0.53	0.77	0.87	0.77	0.71	0.70	eukaryotic translation initiation factor 3 complex	11	2	0.18
530	complex530	Benschop2010	YBL026W; YCR077C; YDL160C; YDR378C; YER112W; YER146W; YJL124C; YJR022W; YLR438C-A; YMR268C; YNL147W	LSM2; PAT1; DHH1; LSM6; LSM4; LSM5; LSM1; LSM8; LSM3; PRP24; LSM7	-1.60	-1.30	NaN	1.01	0.10	1.16	0.00	snRNP U6	11	2	0.18
491	complex491	Baryshnikova2010	YBL006C; YCR020W-B; YCR052W; YDR303C; YFR037C; YGR056W; YGR275W; YHR056C; YIL126W; YKR008W; YLR033W; YLR321C; YLR357W; YML127W; YMR033W; YMR091C; YPR034W	LDB7; HTL1; RSC6; RSC3; RSC8; RSC1; RTT102; RSC30; STH1; RSC4; RSC58; SFH1; RSC2; RSC9; ARP9; NPL6; ARP7	0.62	NaN	-0.27	0.06	NaN	0.05	NaN	RSC complex (AB)	17	3	0.18
74	complex74	Baryshnikova2010	YAL002W; YDR495C; YLR148W; YLR396C; YMR231W; YPL045W	VPS8; VPS3; PEP3; VPS33; PEP5; VPS16	NaN	NaN	NaN	-2.45	0.97	-0.52	0.04	CORVET complex	6	1	0.17
112	complex112	Benschop2010	YBR087W; YJR068W; YNL290W; YOL094C; YOR144C; YOR217W	RFC5; RFC2; RFC3; RFC4; ELG1; RFC1	1.31	-0.40	-1.52	-2.37	-2.35	-1.10	-1.17	Elg1 RFC-like complex	6	1	0.17
198	complex198	Benschop2010	YGR033C; YJL104W; YJL143W; YLR008C; YNR017W; YPL063W	TIM21; PAM16; TIM17; PAM18; TIM23; TIM50	-2.93	-0.73	-1.34	-0.80	-0.61	-1.48	-0.94	mitochondrial inner membrane presequence translocase complex (GO)	6	1	0.17
254	complex254	Benschop2010	YER126C; YGR103W; YLR022C; YLR221C; YNR038W; YPL093W	NSA2; NOP7; SDO1; RSA3; DBP6; NOG1	0.13	0.21	0.20	0.12	-0.06	0.07	-0.16	"nucleolar preribosome, large subunit precursor (GO)"	6	1	0.17
506	complex506	Benschop2010	YCR002C; YDL225W; YHR107C; YJR076C; YJR092W; YLR314C	CDC10; SHS1; CDC12; CDC11; BUD4; CDC3	-0.94	-1.80	-1.20	-1.29	-1.04	-0.61	-0.03	septin complex	6	1	0.17
564	complex564	Benschop2010	YAL001C; YBR123C; YDR362C; YGR047C; YOR110W; YPL007C	TFC3; TFC1; TFC6; TFC4; TFC7; TFC8	1.17	-0.58	-1.57	-0.11	0.08	-0.35	-0.15	transcription factor TFIIIC complex	6	1	0.17
596	complex596	BJV curation	YDL007W; YDL097C; YDL147W; YDR363W-A; YDR394W; YDR427W; YER021W; YFR004W; YFR052W; YGL048C; YHR027C; YHR200W; YIL075C; YKL145W; YLR421C; YOR117W; YOR259C; YOR261C; YPR108W	RPT2; RPN6; RPN5; SEM1; RPT3; RPN9; RPN3; RPN11; RPN12; RPT6; RPN1; RPN10; RPN2; RPT1; RPN13; RPT5; RPT4; RPN8; RPN7	-0.21	-0.03	-0.04	-0.95	-1.06	-1.17	-1.02	19S proteasome regulatory particle	19	3	0.16
9	complex9	Baryshnikova2010	YBL035C; YGL207W; YIR008C; YKL017C; YKL045W; YML069W; YNL102W	POL12; SPT16; PRI1; HCS1; PRI2; POB3; POL1	-0.32	-0.14	-0.10	0.41	NaN	-0.20	0.23	alpha DNA polymerase:primase complex	7	1	0.14
68	complex68	Baryshnikova2010	YBR119W; YDL087C; YDR235W; YDR240C; YER029C; YFL017W-A; YGR013W; YGR074W; YHR086W; YIL061C; YKL012W; YKL074C; YLR116W; YLR147C; YLR275W; YLR298C; YML046W; YMR125W; YOR159C; YPL178W; YPR182W	MUD1; LUC7; PRP42; SNU56; SMB1; SMX2; SNU71; SMD1; NAM8; SNP1; PRP40; MUD2; MSL5; SMD3; SMD2; YHC1; PRP39; STO1; SME1; CBC2; SMX3	0.05	0.53	0.75	0.91	0.45	0.75	0.25	commitment complex	21	3	0.14
98	complex98	Baryshnikova2010	YBR087W; YCL016C; YHR191C; YJR068W; YMR078C; YNL290W; YOL094C	RFC5; DCC1; CTF8; RFC2; CTF18; RFC3; RFC4	1.74	-1.99	-2.60	NaN	-2.09	-2.55	-1.86	DNA replication factor C complex (Ctf18p/Ctf8p/dcc1p)	7	1	0.14
166	complex166	Benschop2010	YAL002W; YDL077C; YDR080W; YLR148W; YLR396C; YMR231W; YPL045W	VPS8; VAM6; VPS41; PEP3; VPS33; PEP5; VPS16	NaN	NaN	NaN	-2.45	0.97	-0.52	0.04	HOPS complex	7	1	0.14
261	complex261	Baryshnikova2010	YDR311W; YER171W; YGR258C; YIL143C; YLR005W; YPL122C; YPR056W	TFB1; RAD3; RAD2; SSL2; SSL1; TFB2; TFB4	0.38	0.20	0.55	0.72	0.08	0.57	0.42	nucleotide-excision repair factor 3 complex	7	1	0.14
287	complex287	Baryshnikova2010	YIL022W; YJL104W; YJR045C; YKR065C; YLR008C; YNL328C; YOR232W	TIM44; PAM16; SSC1; PAM17; PAM18; MDJ2; MGE1	-0.37	1.43	1.45	-0.10	-0.90	-0.58	0.16	presequence translocase-associated import motor	7	1	0.14
317	complex317	Benschop2010	YBL040C; YBR017C; YEL022W; YGR218W; YJR077C; YML085C; YOR160W	ERD2; KAP104; GEA2; CRM1; MIR1; TUB1; MTR10	2.37	1.45	1.29	1.93	2.40	1.69	0.69	putative Crm1-Mir1-Erd2-Tub1-Gea2-Mtr10-Kap104 complex	7	1	0.14
513	complex513	Benschop2010	YDL051W; YDL092W; YKL122C; YML105C; YPL210C; YPL243W; YPR088C	LHP1; SRP14; SRP21; SEC65; SRP72; SRP68; SRP54	0.27	0.04	0.26	-0.49	0.06	0.12	-0.17	signal recognition particle	7	1	0.14
20	complex20	Baryshnikova2010	YBR234C; YDL029W; YIL062C; YJR065C; YKL013C; YLR370C; YLR429W; YNR035C	ARC40; ARP2; ARC15; ARP3; ARC19; ARC18; CRN1; ARC35	NaN	NaN	NaN	-0.35	-0.11	0.01	-0.67	Arp2/3 protein complex	8	1	0.13
118	complex118	Benschop2010	YDR498C; YGL098W; YGL145W; YKL196C; YLR268W; YLR440C; YNL258C; YOR075W	SEC20; USE1; TIP20; YKT6; SEC22; SEC39; DSL1; UFE1	-0.45	-0.53	NaN	-0.52	-0.12	-0.80	0.33	ER SNARE Use1	8	1	0.13
126	complex126	Benschop2010	YDR211W; YER025W; YGR083C; YJR007W; YKR026C; YLR215C; YLR291C; YOR260W; YPL237W	GCD6; GCD11; GCD2; SUI2; GCN3; CDC123; GCD7; GCD1; SUI3	-2.18	-0.42	-1.68	-1.87	-1.60	NaN	-1.16	eukaryotic translation initiation factor 2B complex	9	1	0.11
576	complex576	Baryshnikova2010	YBL026W; YBR055C; YBR152W; YDL098C; YDR378C; YDR473C; YEL026W; YER029C; YER112W; YER146W; YER172C; YFL017W-A; YGR006W; YGR074W; YGR075C; YGR091W; YHR165C; YJR022W; YKL173W; YLR147C; YLR275W; YLR438C-A; YNL147W; YOR159C; YOR308C; YPR082C; YPR178W; YPR182W	LSM2; PRP6; SPP381; SNU23; LSM6; PRP3; SNU13; SMB1; LSM4; LSM5; BRR2; SMX2; PRP18; SMD1; PRP38; PRP31; PRP8; LSM8; SNU114; SMD3; SMD2; LSM3; LSM7; SME1; SNU66; DIB1; PRP4; SMX3	-1.70	-0.58	-0.51	-0.05	-0.38	-0.29	-0.80	U4/U6 x U5 tri-snRNP complex	28	3	0.11
