	V5	V2	V3	V4	SC_NH4_GAL_20181023	SC_NH4_GLU_20180827	SC_UREA_GLU_20180911	YNB_NH4_GLU_20180713	YNB_NH4_GLU_20180731	YNB_NH4_GLU_20180807	YNB_UREA_GLU_20180724	V1	Size	InData	FracInData
252	complex252	Baryshnikova2010	YAR002W; YBL079W; YBR111W-A; YDL088C; YDL116W; YDL207W; YDR159W; YDR192C; YDR424C; YER105C; YER107C; YER110C; YFR002W; YGL016W; YGL086W; YGL092W; YGL100W; YGL172W; YGR119C; YHR015W; YIL063C; YIL115C; YJL030W; YJL039C; YJL041W; YJL061W; YJR042W; YKL057C; YKL068W; YKL186C; YKR082W; YLR018C; YLR208W; YLR335W; YLR347C; YML031W; YML103C; YML107C; YMR047C; YMR129W; YMR153W; YMR255W; YMR273C; YNL189W; YOL072W; YOR046C; YOR098C; YOR112W; YOR257W; YPL020C; YPL125W; YPL169C	NUP60; NUP170; SUS1; ASM4; NUP84; GLE1; SAC3; NUP42; DYN2; NUP157; GLE2; KAP123; NIC96; KAP122; MAD1; NUP145; SEH1; NUP49; NUP57; MIP6; YRB2; NUP159; MAD2; NUP192; NSP1; NUP82; NUP85; NUP120; NUP100; MTR2; NUP133; POM34; SEC13; NUP2; KAP95; NDC1; NUP188; PML39; NUP116; POM152; NUP53; GFD1; ZDS1; SRP1; THP1; DBP5; NUP1; CEX1; CDC31; ULP1; KAP120; MEX67	0.16	0.10	-0.03	-0.03	-0.11	0.18	-0.27	nuclear pore	52.00	24.00	0.46
56	complex56	Benschop2010 & Baryshnikova2010	YAL005C; YDL143W; YDR171W; YDR188W; YDR212W; YIL142W; YJL008C; YJL014W; YJL111W; YJR064W; YLL024C; YNL212W; YOR281C	SSA1; CCT4; HSP42; CCT6; TCP1; CCT2; CCT8; CCT3; CCT7; CCT5; SSA2; VID27; PLP2	0.15	0.11	0.28	0.10	-0.07	-0.18	-0.10	chaperonin-containing T-complex	13.00	4.00	0.31
379	complex379	Benschop2010	YCR095C; YDR067C; YHL029C; YNL032W; YNL056W; YNL099C	OCA4; OCA6; OCA5; SIW14; OCA2; OCA1	0.15	0.32	-0.11	0.96	0.38	0.56	0.69	putative Oca6-Oca5-Oca4-Oca3-Oca1-Oca2 complex	6.00	6.00	1.00
254	complex254	Benschop2010	YER126C; YGR103W; YLR022C; YLR221C; YNR038W; YPL093W	NSA2; NOP7; SDO1; RSA3; DBP6; NOG1	0.09	0.17	0.22	0.12	-0.08	0.08	-0.19	"nucleolar preribosome, large subunit precursor (GO)"	6.00	1.00	0.17
245	complex245	Baryshnikova2010	YJR041C; YKL014C; YLR221C; YNR038W; YOL144W	URB2; URB1; RSA3; DBP6; NOP8	0.09	0.17	0.22	0.12	-0.08	0.08	-0.19	Npa2p-containing subcomplex	5.00	1.00	0.20
84	complex84	Baryshnikova2010	YBL027W; YBL087C; YBL092W; YBR031W; YBR084C-A; YBR191W; YDL075W; YDL081C; YDL082W; YDL130W; YDL133C-A; YDL136W; YDL184C; YDL191W; YDR012W; YDR382W; YDR418W; YDR471W; YDR500C; YEL054C; YER056C-A; YER117W; YFL034C-A; YFR031C-A; YFR032C-A; YGL030W; YGL031C; YGL076C; YGL103W; YGL135W; YGL147C; YGR034W; YGR085C; YGR148C; YHL001W; YHL033C; YHR010W; YHR141C; YIL018W; YIL052C; YIL133C; YIL148W; YJL177W; YJL189W; YJR094W-A; YKL006W; YKL180W; YKR094C; YLL045C; YLR029C; YLR061W; YLR075W; YLR185W; YLR325C; YLR340W; YLR344W; YLR406C; YLR448W; YML073C; YMR121C; YMR142C; YMR194W; YMR242C; YNL067W; YNL069C; YNL162W; YNL301C; YOL039W; YOL120C; YOL127W; YOR063W; YOR234C; YOR312C; YPL079W; YPL131W; YPL143W; YPL198W; YPL220W; YPL249C-A; YPR043W; YPR102C	RPL19B; RPL23A; RPL32; RPL4A; RPL19A; RPL21A; RPL31A; RPP1A; RPL13A; RPP1B; RPL41B; RPL35B; RPL41A; RPL35A; RPL4B; RPP2B; RPL12B; RPL27B; RPL37B; RPL12A; RPL34A; RPL23B; RPL22B; RPL2A; RPL29; RPL30; RPL24A; RPL7A; RPL28; RPL1B; RPL9A; RPL26B; RPL11B; RPL24B; RPL14B; RPL8A; RPL27A; RPL42B; RPL2B; RPL34B; RPL16A; RPL40A; RPL17B; RPL39; RPL43B; RPL14A; RPL17A; RPL40B; RPL8B; RPL15A; RPL22A; RPL10; RPL37A; RPL38; RPP0; RPL26A; RPL31B; RPL6B; RPL6A; RPL15B; RPL13B; RPL36A; RPL20A; RPL9B; RPL16B; RPL42A; RPL18B; RPP2A; RPL18A; RPL25; RPL3; RPL33B; RPL20B; RPL21B; RPL5; RPL33A; RPL7B; RPL1A; RPL36B; RPL43A; RPL11A	0.09	0.04	-0.58	0.73	0.53	0.71	-0.05	cytoplasmic ribosomal large subunit	81.00	50.00	0.62
132	complex132	Baryshnikova2010	YBL099W; YBR039W; YDL004W; YDL181W; YDR298C; YDR322C-A; YDR377W; YJR121W; YKL016C; YLR295C; YML081C-A; YOL077W-A; YPL078C; YPL271W; YPR020W	ATP1; ATP3; ATP16; INH1; ATP5; TIM11; ATP17; ATP2; ATP7; ATP14; ATP18; ATP19; ATP4; ATP15; ATP20	0.07	1.38	1.01	1.03	0.84	0.41	0.68	F0/F1 ATP synthase (complex V)	15.00	7.00	0.47
590	complex590	Benschop2010	YBR127C; YDL185W; YEL051W; YGR020C; YHR039C-A; YJR033C; YKL080W; YOR332W; YPR036W	VMA2; VMA1; VMA8; VMA7; VMA10; RAV1; VMA5; VMA4; VMA13	0.07	-0.28	0.19	-1.68	-1.81	-2.17	-1.29	"vacuolar proton-transporting V-type ATPase, V1 domain"	9.00	3.00	0.33
103	complex103	Baryshnikova2010	YBR170C; YDL126C; YIL030C; YML013W; YMR264W	NPL4; CDC48; SSM4; UBX2; CUE1	0.06	-0.27	-0.05	-0.05	-0.35	0.18	-0.42	Doa10p ubiquitin ligase complex	5.00	4.00	0.80
114	complex114	Benschop2010	YGR200C; YHR187W; YLR384C; YMR312W; YPL086C; YPL101W	ELP2; IKI1; IKI3; ELP6; ELP3; ELP4	0.05	-2.18	-1.68	-1.77	-2.33	-2.40	-2.04	Elongator holoenzyme complex	6.00	4.00	0.67
68	complex68	Baryshnikova2010	YBR119W; YDL087C; YDR235W; YDR240C; YER029C; YFL017W-A; YGR013W; YGR074W; YHR086W; YIL061C; YKL012W; YKL074C; YLR116W; YLR147C; YLR275W; YLR298C; YML046W; YMR125W; YOR159C; YPL178W; YPR182W	MUD1; LUC7; PRP42; SNU56; SMB1; SMX2; SNU71; SMD1; NAM8; SNP1; PRP40; MUD2; MSL5; SMD3; SMD2; YHC1; PRP39; STO1; SME1; CBC2; SMX3	0.03	0.41	0.88	0.90	0.61	0.79	0.36	commitment complex	21.00	3.00	0.14
101	complex101	Baryshnikova2010	YBR081C; YBR236C; YDL115C; YDR176W; YDR392W; YDR448W; YGL151W; YGR097W; YGR252W; YLR055C; YML010W; YNL025C; YOL148C; YPL042C; YPL254W	SPT7; ABD1; IWR1; NGG1; SPT3; ADA2; NUT1; ASK10; GCN5; SPT8; SPT5; SSN8; SPT20; SSN3; HFI1	0.02	-0.36	0.33	-1.79	-1.00	-1.31	-0.46	"DNA-directed RNA polymerase II, holoenzyme"	15.00	7.00	0.47
87	complex87	Benschop2010	YBL027W; YBL092W; YBR031W; YBR181C; YBR191W; YCR031C; YDL075W; YDL082W; YDL083C; YDL136W; YDR012W; YDR382W; YDR418W; YDR447C; YDR471W; YER074W; YFR031C-A; YFR032C-A; YGL014W; YGL030W; YGL031C; YGL076C; YGL103W; YGL123W; YGL135W; YGL147C; YGR034W; YGR085C; YGR118W; YHL001W; YHL033C; YHR141C; YIL018W; YIL133C; YJL177W; YJR123W; YKL180W; YLL045C; YLR029C; YLR075W; YLR150W; YLR287C-A; YLR340W; YLR441C; YLR448W; YML063W; YML073C; YMR142C; YMR194W; YMR242C; YNL069C; YNL096C; YNL178W; YNL301C; YNL302C; YOL039W; YOL040C; YOL127W; YOR063W; YOR312C; YPL090C; YPL198W; YPL220W; YPL249C-A	RPL19B; RPL32; RPL4A; RPS6B; RPL21A; RPS14A; RPL31A; RPL13A; RPS16B; RPL35B; RPL4B; RPP2B; RPL12B; RPS17B; RPL27B; RPS24A; RPL2A; RPL29; PUF4; RPL30; RPL24A; RPL7A; RPL28; RPS2; RPL1B; RPL9A; RPL26B; RPL11B; RPS23A; RPL14B; RPL8A; RPL42B; RPL2B; RPL16A; RPL17B; RPS5; RPL17A; RPL8B; RPL15A; RPL10; STM1; RPS30A; RPP0; RPS1A; RPL6B; RPS1B; RPL6A; RPL13B; RPL36A; RPL20A; RPL16B; RPS7B; RPS3; RPL18B; RPS19B; RPP2A; RPS15; RPL25; RPL3; RPL20B; RPS6A; RPL7B; RPL1A; RPL36B	0.01	0.21	-0.36	0.73	0.60	0.78	0.03	cytosolic large ribosomal subunit	64.00	38.00	0.59
508	complex508	Benschop2010	YBR103W; YCR033W; YDR155C; YGL194C; YIL112W; YKR029C; YOL068C	SIF2; SNT1; CPR1; HOS2; HOS4; SET3; HST1	0.01	-0.38	-0.75	-0.04	-0.26	-0.24	-0.34	Set3C	7.00	6.00	0.86
43	complex43	Baryshnikova2010	YDR252W; YFL028C; YGR134W; YKR036C; YNL278W; YNL288W	BTT1; CAF16; CAF130; CAF4; CAF120; CAF40	0.00	0.06	0.22	0.03	0.15	0.27	0.01	CCR4-NOT complex	6.00	6.00	1.00
579	complex579	Benschop2010	YDL013W; YDR219C; YDR306C; YER116C; YER125W; YLR224W; YML111W; YMR275C; YNL311C; YOR057W	SLX5; MFB1; YDR306C; SLX8; RSP5; YLR224W; BUL2; BUL1; SKP2; SGT1	0.00	-0.48	-0.23	-0.34	-1.14	-0.52	-0.74	ubiquitin ligase complex (GO)	10.00	8.00	0.80
133	complex133	Baryshnikova2010	YDR200C; YFR008W; YLR238W; YMR029C; YMR052W; YNL127W	VPS64; FAR7; FAR10; FAR8; FAR3; FAR11	0.00	-0.86	-0.27	-0.92	-0.89	-0.76	-0.37	Far3p/Far7p/Far8p/Far9p/Far10p/Far11p complex	6.00	4.00	0.67
99	complex99	Baryshnikova2010	YBR087W; YER173W; YJR068W; YNL290W; YOL094C	RFC5; RAD24; RFC2; RFC3; RFC4	-0.02	0.44	0.39	-0.45	-0.34	NaN	-0.54	DNA replication factor C complex (Rad24p)	5.00	1.00	0.20
79	complex79	Benschop2010	YBR114W; YGR003W; YJR052W; YNL230C; YPL046C	RAD16; CUL3; RAD7; ELA1; ELC1	-0.03	0.14	0.21	0.01	0.13	-0.47	-0.25	Cul3-RING ubiquitin ligase complex (GO)	5.00	4.00	0.80
577	complex577	Baryshnikova2010	YBL074C; YDR243C; YER029C; YER172C; YFL017W-A; YGR074W; YHR156C; YHR165C; YKL173W; YLR147C; YLR275W; YOR159C; YPR082C; YPR182W	AAR2; PRP28; SMB1; BRR2; SMX2; SMD1; LIN1; PRP8; SNU114; SMD3; SMD2; SME1; DIB1; SMX3	-0.07	-0.06	-0.19	0.37	-0.04	-0.09	0.69	U5 snRNP complex	14.00	1.00	0.07
177	complex177	Benschop2010	YBL063W; YEL061C; YGL216W; YMR198W; YPL155C; YPL253C	KIP1; CIN8; KIP3; CIK1; KIP2; VIK1	-0.07	-0.86	-1.34	-1.01	-1.01	-0.71	-1.14	kinesin complex (GO)	6.00	4.00	0.67
67	complex67	Benschop2010	YBR107C; YBR211C; YDR254W; YDR318W; YDR383C; YGR179C; YJR135C; YLR315W; YLR381W; YPL018W; YPR046W	IML3; AME1; CHL4; MCM21; NKP1; OKP1; MCM22; NKP2; CTF3; CTF19; MCM16	-0.10	0.32	-0.55	0.46	0.60	0.68	0.30	COMA complex	11.00	5.00	0.45
143	complex143	Benschop2010	YBR105C; YCL039W; YDL176W; YDR255C; YGL227W; YIL017C; YIL097W; YMR135C	VID24; GID7; YDL176W; RMD5; VID30; VID28; FYV10; GID8	-0.11	-0.29	-0.14	-0.13	0.00	0.20	-0.21	GID complex	8.00	4.00	0.50
85	complex85	Baryshnikova2010	YBL072C; YBR048W; YBR181C; YBR189W; YCR031C; YDL061C; YDL083C; YDR025W; YDR064W; YDR447C; YDR450W; YER074W; YER102W; YER131W; YGL123W; YGL189C; YGR027C; YGR118W; YGR214W; YHL015W; YHR021C; YHR203C; YIL069C; YJL136C; YJL190C; YJL191W; YJR123W; YJR145C; YKL156W; YKR057W; YLR048W; YLR167W; YLR264W; YLR287C-A; YLR333C; YLR367W; YLR388W; YLR441C; YML024W; YML026C; YML063W; YMR116C; YMR143W; YMR230W; YNL096C; YNL178W; YNL302C; YOL040C; YOL121C; YOR096W; YOR167C; YOR182C; YOR293W; YOR369C; YPL081W; YPL090C; YPR132W	RPS8A; RPS11B; RPS6B; RPS9B; RPS14A; RPS29B; RPS16B; RPS11A; RPS13; RPS17B; RPS18A; RPS24A; RPS8B; RPS26B; RPS2; RPS26A; RPS25A; RPS23A; RPS0A; RPS20; RPS27B; RPS4B; RPS24B; RPS21B; RPS22A; RPS14B; RPS5; RPS4A; RPS27A; RPS21A; RPS0B; RPS31; RPS28B; RPS30A; RPS25B; RPS22B; RPS29A; RPS1A; RPS17A; RPS18B; RPS1B; ASC1; RPS16A; RPS10B; RPS7B; RPS3; RPS19B; RPS15; RPS19A; RPS7A; RPS28A; RPS30B; RPS10A; RPS12; RPS9A; RPS6A; RPS23B	-0.12	-0.05	-0.15	0.33	0.27	0.19	-0.52	cytoplasmic ribosomal small subunit	57.00	31.00	0.54
7	complex7	Baryshnikova2010	YBR081C; YBR198C; YDR167W; YDR176W; YDR392W; YDR448W; YGR252W; YOL148C; YOR023C; YPL254W	SPT7; TAF5; TAF10; NGG1; SPT3; ADA2; GCN5; SPT20; AHC1; HFI1	-0.15	0.03	0.46	-0.01	0.67	0.38	0.46	Ada2/Gcn5/Ada3 transcription activator complex	10.00	2.00	0.20
520	complex520	Benschop2010 & Baryshnikova2010	YGL213C; YKL023W; YLR398C; YOR076C; YPR189W	SKI8; YKL023W; SKI2; SKI7; SKI3	-0.16	0.10	0.12	-0.30	-0.28	0.47	-0.14	Ski complex	5.00	5.00	1.00
434	complex434	Benschop2010	YDR357C; YEL005C; YGL079W; YKL061W; YNL086W	CNL1; VAB2; KXD1; BLI1; SNN1	-0.19	-0.25	-0.37	-0.04	-0.05	0.19	-0.05	putative Vab2-Ydr357c-Ykl061w-YGL079w-Ynl086w complex	5.00	4.00	0.80
487	complex487	Benschop2010 & Baryshnikova2010	YBR154C; YDL115C; YDL140C; YDR404C; YGL043W; YGL070C; YGR005C; YGR063C; YGR186W; YHR143W-A; YIL021W; YJL140W; YML010W; YOL005C; YOR151C; YOR210W; YOR224C; YPL129W; YPR187W	RPB5; IWR1; RPO21; RPB7; DST1; RPB9; TFG2; SPT4; TFG1; RPC10; RPB3; RPB4; SPT5; RPB11; RPB2; RPB10; RPB8; TAF14; RPO26	-0.21	0.23	-0.29	-1.66	-1.78	-1.99	-1.04	RNA polymerase II complex	19.00	5.00	0.26
596	complex596	BJV curation	YDL007W; YDL097C; YDL147W; YDR363W-A; YDR394W; YDR427W; YER021W; YFR004W; YFR052W; YGL048C; YHR027C; YHR200W; YIL075C; YKL145W; YLR421C; YOR117W; YOR259C; YOR261C; YPR108W	RPT2; RPN6; RPN5; SEM1; RPT3; RPN9; RPN3; RPN11; RPN12; RPT6; RPN1; RPN10; RPN2; RPT1; RPN13; RPT5; RPT4; RPN8; RPN7	-0.23	-0.06	-0.06	-0.80	-1.34	-1.11	-1.21	19S proteasome regulatory particle	19.00	3.00	0.16
566	complex566	Benschop2010	YBR283C; YDR086C; YER019C-A; YER087C-B; YLR378C	SSH1; SSS1; SBH2; SBH1; SEC61	-0.23	0.20	-0.33	0.20	0.53	0.09	0.13	translocon complex (GO)	5.00	3.00	0.60
9	complex9	Baryshnikova2010	YBL035C; YGL207W; YIR008C; YKL017C; YKL045W; YML069W; YNL102W	POL12; SPT16; PRI1; HCS1; PRI2; POB3; POL1	-0.24	-0.12	-0.11	0.44	NaN	-0.22	0.30	alpha DNA polymerase:primase complex	7.00	1.00	0.14
15	complex15	Benschop2010 & Baryshnikova2010	YFL034W; YHL019C; YJL207C; YKL135C; YLR170C; YPL259C; YPR029C	YFL034W; APM2; LAA1; APL2; APS1; APM1; APL4	-0.25	-0.56	-0.33	-0.57	0.01	-0.19	-0.31	AP-1 adaptor complex	7.00	6.00	0.86
250	complex250	Baryshnikova2010	YDL003W; YDR014W; YFL008W; YIL026C; YJL074C; YPR007C	MCD1; RAD61; SMC1; IRR1; SMC3; REC8	-0.25	0.12	-0.23	-0.18	0.24	-0.77	0.15	nuclear cohesin complex	6.00	2.00	0.33
65	complex65	Benschop2010	YBR135W; YBR160W; YDL155W; YKR091W; YLR079W; YLR210W; YMR199W; YPL256C	CKS1; CDC28; CLB3; SRL3; SIC1; CLB4; CLN1; CLN2	-0.26	-0.79	0.10	-0.83	-0.61	-0.80	-0.55	Cln-Cdc28 protein kinase complex	8.00	5.00	0.63
597	complex597	BJV curation	YBR082C; YBR173C; YDL020C; YDR054C; YDR059C; YDR069C; YDR092W; YDR177W; YEL037C; YER143W; YFL007W; YFR010W; YGL058W; YGL141W; YGR232W; YHL030W; YHR052W; YKL010C; YKL206C; YLR199C	UBC4; UMP1; RPN4; CDC34; UBC5; DOA4; UBC13; UBC1; RAD23; DDI1; BLM10; UBP6; RAD6; HUL5; NAS6; ECM29; CIC1; UFD4; ADD66; PBA1	-0.27	-0.56	-0.30	-0.43	-0.09	-0.30	-0.34	proteasome associated	20.00	11.00	0.55
13	complex13	Baryshnikova2010	YBL084C; YDL008W; YDR118W; YDR260C; YFR036W; YGL003C; YGL116W; YGL240W; YGR225W; YHR166C; YIR025W; YKL022C; YLR102C; YLR127C; YNL172W; YOR249C	CDC27; APC11; APC4; SWM1; CDC26; CDH1; CDC20; DOC1; AMA1; CDC23; MND2; CDC16; APC9; APC2; APC1; APC5	-0.27	-1.08	-0.81	-1.29	-1.22	-2.07	-0.28	anaphase-promoting complex	16.00	4.00	0.25
287	complex287	Baryshnikova2010	YIL022W; YJL104W; YJR045C; YKR065C; YLR008C; YNL328C; YOR232W	TIM44; PAM16; SSC1; PAM17; PAM18; MDJ2; MGE1	-0.28	1.13	1.76	-0.10	-1.08	-0.58	0.20	presequence translocase-associated import motor	7.00	1.00	0.14
206	complex206	Baryshnikova2010	YBR221C; YER178W; YFL018C; YGR193C; YIL042C; YNL071W; YOR090C	PDB1; PDA1; LPD1; PDX1; PKP1; LAT1; PTC5	-0.29	0.89	0.48	0.31	0.05	0.33	0.46	mitochondrial pyruvate dehydrogenase complex	7.00	5.00	0.71
515	complex515	Baryshnikova2010	YDL216C; YDR179C; YIL071C; YJR084W; YMR025W; YOL117W	RRI1; CSN9; PCI8; YJR084W; CSI1; RRI2	-0.29	-0.07	0.18	-0.09	0.49	-0.01	0.24	signalosome complex	6.00	5.00	0.83
62	complex62	Baryshnikova2010	YDL192W; YJL099W; YKR027W; YLR330W; YMR237W; YOR299W	ARF1; CHS6; BCH2; CHS5; BCH1; BUD7	-0.29	-0.17	-0.01	-0.22	-0.06	-0.21	-0.01	Chs5p/Arf-1binding proteins (ChAPs)	6.00	4.00	0.67
100	complex100	Baryshnikova2010	YBR154C; YDR156W; YHR143W-A; YIL021W; YJL148W; YJR063W; YNL113W; YNL248C; YOR210W; YOR224C; YOR340C; YOR341W; YPR010C; YPR110C; YPR187W	RPB5; RPA14; RPC10; RPB3; RPA34; RPA12; RPC19; RPA49; RPB10; RPB8; RPA43; RPA190; RPA135; RPC40; RPO26	-0.30	-0.32	-0.57	0.04	0.09	-0.22	-0.15	DNA-directed RNA polymerase I complex	15.00	4.00	0.27
545	complex545	Baryshnikova2010	YBR289W; YDR073W; YFL049W; YGR275W; YHL025W; YJL176C; YMR033W; YNR023W; YOR290C; YPL016W; YPL129W; YPR034W	SNF5; SNF11; SWP82; RTT102; SNF6; SWI3; ARP9; SNF12; SNF2; SWI1; TAF14; ARP7	-0.30	-0.40	-0.13	-0.90	-0.93	-0.85	-1.25	SWI/SNF complex	12.00	4.00	0.33
147	complex147	Benschop2010	YER157W; YGL005C; YGL223C; YGR120C; YML071C; YNL041C; YNL051W; YPR105C	COG3; COG7; COG1; COG2; COG8; COG6; COG5; COG4	-0.32	-0.49	-0.31	-0.48	-0.89	-1.38	-0.75	Golgi transport complex	8.00	5.00	0.63
420	complex420	Benschop2010	YCR012W; YGR192C; YHR174W; YKL060C; YKL152C	PGK1; TDH3; ENO2; FBA1; GPM1	-0.34	-0.38	-0.29	-0.55	-1.87	NaN	NaN	putative Tdh3-Pgk1-Eno2-Fba1-Pgm1 complex	5.00	1.00	0.20
115	complex115	Baryshnikova2010	YCL045C; YGL231C; YJR088C; YKL207W; YLL014W	EMC1; EMC4; EMC2; EMC3; EMC6	-0.34	-0.57	-0.70	-0.65	-0.70	-0.62	-0.34	emc complex	5.00	4.00	0.80
88	complex88	Benschop2010	YBL072C; YBR048W; YBR189W; YDR025W; YDR064W; YER102W; YHR203C; YIL069C; YJL190C; YJR145C; YLR367W; YML024W; YOR096W; YOR204W; YPL081W	RPS8A; RPS11B; RPS9B; RPS11A; RPS13; RPS8B; RPS4B; RPS24B; RPS22A; RPS4A; RPS22B; RPS17A; RPS7A; DED1; RPS9A	-0.35	0.37	-0.20	0.65	0.59	0.43	-0.88	cytosolic small ribosomal subunit	15.00	7.00	0.47
118	complex118	Benschop2010	YDR498C; YGL098W; YGL145W; YKL196C; YLR268W; YLR440C; YNL258C; YOR075W	SEC20; USE1; TIP20; YKT6; SEC22; SEC39; DSL1; UFE1	-0.35	-0.48	NaN	-0.47	-0.17	-0.76	0.43	ER SNARE Use1	8.00	1.00	0.13
3	complex3	Benschop2010	YBL004W; YBR247C; YCL059C; YCR057C; YDL014W; YDL148C; YDR064W; YDR299W; YDR324C; YDR398W; YDR449C; YEL055C; YER082C; YER127W; YGL171W; YGR090W; YGR128C; YGR145W; YHR148W; YHR196W; YJL069C; YJL109C; YJR002W; YJR145C; YKR060W; YLL011W; YLR003C; YLR129W; YLR186W; YLR197W; YLR222C; YLR409C; YMR093W; YMR128W; YNL075W; YNL132W; YOL010W; YOR078W; YOR096W; YOR145C; YOR310C; YPL012W; YPL126W; YPL217C; YPL266W; YPR112C; YPR137W; YPR144C	UTP20; ENP1; KRR1; PWP2; NOP1; NOP14; RPS13; BFR2; UTP4; UTP5; UTP6; POL5; UTP7; LCP5; ROK1; UTP22; UTP8; ENP2; IMP3; UTP9; UTP18; UTP10; MPP10; RPS4A; UTP30; SOF1; CMS1; DIP2; EMG1; NOP56; UTP13; UTP21; UTP15; ECM16; IMP4; KRE33; RCL1; BUD21; RPS7A; PNO1; NOP58; RRP12; NAN1; BMS1; DIM1; MRD1; RRP9; NOC4	-0.35	-0.61	-0.01	0.58	0.51	0.34	-0.39	90S preribosome	48.00	5.00	0.10
555	complex555	Benschop2010	YER093C; YIL105C; YJL058C; YKL203C; YMR068W; YNL006W; YNL047C; YOL078W	TSC11; SLM1; BIT61; TOR2; AVO2; LST8; SLM2; AVO1	-0.38	-0.43	0.09	0.38	-0.04	0.01	0.07	TORC2 complex (GO)	8.00	4.00	0.50
586	complex586	Baryshnikova2010	YCL031C; YGL019W; YGR090W; YIL035C; YOR039W; YOR061W	RRP7; CKB1; UTP22; CKA1; CKB2; CKA2	-0.38	-0.68	-2.36	-2.42	-1.76	-1.93	-2.09	UTP C complex	6.00	2.00	0.33
81	complex81	Benschop2010	YBR135W; YBR160W; YDL127W; YDL179W; YER059W; YGL134W; YGL215W; YHR071W; YIL050W; YNL289W; YOL001W; YPL219W; YPL256C	CKS1; CDC28; PCL2; PCL9; PCL6; PCL10; CLG1; PCL5; PCL7; PCL1; PHO80; PCL8; CLN2	-0.39	-0.34	-0.65	-0.50	-0.22	-0.34	-0.33	cyclin-dependent protein kinase holoenzyme complex (GO)	13.00	9.00	0.69
502	complex502	Baryshnikova2010	YBR280C; YDL132W; YDR054C; YDR131C; YDR328C; YFL009W; YIL046W; YJL149W; YJR090C; YLR097C; YLR368W; YML088W; YOL133W; YOR080W	SAF1; CDC53; CDC34; YDR131C; SKP1; CDC4; MET30; DAS1; GRR1; HRT3; MDM30; UFO1; HRT1; DIA2	-0.42	-0.28	-0.36	0.17	0.29	-0.24	-0.43	SCF ubiquitin ligase complex (AB)	14.00	7.00	0.50
315	complex315	Benschop2010	YBR109C; YGL106W; YHR023W; YOR326W; YPR188C	CMD1; MLC1; MYO1; MYO2; MLC2	-0.43	-0.21	-0.43	0.27	0.02	0.43	0.27	putative Cmd1-Mlc1-Myo2-Myo1-Mlc2 complex	5.00	1.00	0.20
284	complex284	Benschop2010	YEL003W; YGR078C; YJL179W; YLR200W; YML094W; YNL153C	GIM4; PAC10; PFD1; YKE2; GIM5; GIM3	-0.46	-1.47	-0.97	-1.29	-1.35	-2.37	-1.31	prefoldin complex	6.00	5.00	0.83
117	complex117	Baryshnikova2010	YBR278W; YDR121W; YJL090C; YNL262W; YPR175W	DPB3; DPB4; DPB11; POL2; DPB2	-0.46	-1.81	-1.19	-1.08	-1.43	-1.14	-1.42	epsilon DNA polymerase complex	5.00	2.00	0.40
533	complex533	Benschop2010	YAL032C; YBR065C; YCR063W; YDL209C; YDR364C; YDR416W; YGL120C; YGL128C; YGR278W; YJR050W; YLL036C; YLR117C; YLR424W; YMR213W; YPL151C; YPR101W	PRP45; ECM2; BUD31; CWC2; CDC40; SYF1; PRP43; CWC23; CWC22; ISY1; PRP19; CLF1; SPP382; CEF1; PRP46; SNT309	-0.52	-0.77	-1.47	-0.61	-0.91	-0.91	-0.89	spliceosome	16.00	4.00	0.25
292	complex292	Benschop2010	YBR045C; YBR050C; YDR028C; YER054C; YER133W; YLR273C; YOR178C	GIP1; REG2; REG1; GIP2; GLC7; PIG1; GAC1	-0.55	-0.17	-0.26	-0.28	-0.46	-0.13	-0.53	protein phosphatase type 1 complex (GO)	7.00	6.00	0.86
29	complex29	Baryshnikova2010	YCL014W; YGR152C; YIL140W; YJR092W; YKL092C; YPR122W	BUD3; RSR1; AXL2; BUD4; BUD2; AXL1	-0.55	-0.57	-0.82	-0.53	-0.98	-0.73	-0.25	bud site selection pathway	6.00	6.00	1.00
248	complex248	Benschop2010	YBL052C; YJR082C; YOR064C; YPL129W; YPR031W	SAS3; EAF6; YNG1; TAF14; NTO1	-0.56	0.09	-0.08	-0.57	-0.68	-0.81	-0.21	NuA3 histone acetyltransferase complex (GO)	5.00	5.00	1.00
280	complex280	Baryshnikova2010	YBL105C; YDL203C; YDL240W; YGR070W; YHR030C; YJL095W; YKL161C; YLR371W; YNL090W; YOL105C; YOR188W; YOR231W; YPL089C; YPL140C	PKC1; ACK1; LRG1; ROM1; SLT2; BCK1; KDX1; ROM2; RHO2; WSC3; MSB1; MKK1; RLM1; MKK2	-0.62	-0.32	-0.38	-0.77	-0.73	-0.91	-0.31	PKC pathway	14.00	10.00	0.71
202	complex202	Benschop2010	YGR082W; YKL195W; YMR203W; YNL070W; YNL121C; YNL131W; YOR045W; YPR133W-A	TOM20; MIA40; TOM40; TOM7; TOM70; TOM22; TOM6; TOM5	-0.63	-0.37	0.34	-0.16	-0.05	0.27	-0.08	mitochondrial outer membrane translocase complex (GO)	8.00	3.00	0.38
